subjID,type,experience,current_trial,firstsec,effort_level,numpressess,rt,value
48,Liking,No Experience,4,0,Medium,29,9250,3
48,Liking,No Experience,6,0,Low,16,3015,3
48,Liking,No Experience,8,0,High,60,2221,4
48,Liking,No Experience,10,0,Low,18,3284,5
48,Liking,No Experience,12,0,Medium,25,12187,3
48,Liking,No Experience,14,0,Medium,26,1545,4
48,Liking,No Experience,16,0,Low,15,952,4
48,Liking,No Experience,18,0,High,62,1648,3
48,Liking,No Experience,20,0,High,62,2929,3
1,Value,Experience,5,0,Medium,29,2658,4
1,Value,Experience,7,0,High,78,1892,5
1,Value,Experience,9,0,High,80,1718,2
1,Value,Experience,11,0,Medium,25,1304,3
1,Value,Experience,13,0,Low,20,1323,3
1,Value,Experience,15,0,High,68,1366,5
1,Value,Experience,17,0,Low,28,1437,1
1,Value,Experience,19,0,Low,21,1642,5
1,Value,Experience,21,0,Medium,42,834,5
31,Value,No Experience,4,0,Medium,38,9573,2
31,Value,No Experience,6,0,Low,22,4030,3
31,Value,No Experience,8,0,High,94,1321,4
31,Value,No Experience,10,0,Low,21,1846,2
31,Value,No Experience,12,0,Medium,39,2375,1
31,Value,No Experience,14,0,High,76,1845,5
31,Value,No Experience,16,0,Low,21,1596,1
31,Value,No Experience,18,0,Medium,37,1415,2
31,Value,No Experience,20,0,High,87,1341,3
169,Liking,Experience,41,0,Medium,16,4098,3
169,Liking,Experience,43,0,High,28,3610,2
169,Liking,Experience,45,0,High,29,1902,2
169,Liking,Experience,47,0,Medium,15,4115,4
169,Liking,Experience,49,0,Low,13,3626,3
169,Liking,Experience,51,0,Low,9,2260,4
169,Liking,Experience,53,0,High,30,1621,2
169,Liking,Experience,55,0,Medium,12,4197,3
169,Liking,Experience,57,0,Low,9,1769,3
39,Liking,No Experience,4,0,High,90,6409,3
39,Liking,No Experience,6,0,Medium,37,1618,4
39,Liking,No Experience,8,0,High,92,1394,2
39,Liking,No Experience,10,0,Medium,27,1656,3
39,Liking,No Experience,12,0,Low,20,1633,5
39,Liking,No Experience,14,0,Medium,35,963,3
39,Liking,No Experience,16,0,Low,21,775,5
39,Liking,No Experience,18,0,Low,24,851,3
39,Liking,No Experience,20,0,High,80,2141,1
93,Value,No Experience,4,0,Low,22,6955,3
93,Value,No Experience,6,0,High,70,4360,4
93,Value,No Experience,8,0,Medium,37,2085,3
93,Value,No Experience,10,0,High,81,2746,3
93,Value,No Experience,12,0,Low,21,1688,1
93,Value,No Experience,14,0,Medium,33,1738,2
93,Value,No Experience,16,0,High,75,1611,2
93,Value,No Experience,18,0,Low,15,1733,2
93,Value,No Experience,20,0,Medium,29,2249,1
78,Value,Experience,27,0,Medium,36,7641,1
78,Value,Experience,29,0,Low,19,2323,3
78,Value,Experience,31,0,Low,21,1914,4
78,Value,Experience,33,0,Low,20,1400,4
78,Value,Experience,35,0,High,89,1173,5
78,Value,Experience,37,0,Medium,35,936,3
78,Value,Experience,39,0,High,89,1648,5
78,Value,Experience,41,0,High,86,2450,4
78,Value,Experience,43,0,Medium,36,2380,3
153,Liking,No Experience,4,0,High,92,3920,2
153,Liking,No Experience,6,0,Medium,40,2447,4
153,Liking,No Experience,8,0,Medium,37,2742,2
153,Liking,No Experience,10,0,Low,24,8178,4
153,Liking,No Experience,12,0,Low,22,1529,3
153,Liking,No Experience,14,0,High,92,1567,3
153,Liking,No Experience,16,0,Low,23,4373,2
153,Liking,No Experience,18,0,Medium,38,2740,4
153,Liking,No Experience,20,0,High,91,4290,4
47,Value,No Experience,4,0,High,28,6906,1
47,Value,No Experience,6,0,Low,8,7757,4
47,Value,No Experience,8,0,Low,6,3029,4
47,Value,No Experience,10,0,High,28,2808,3
47,Value,No Experience,12,0,Medium,11,2071,2
47,Value,No Experience,14,0,High,28,1832,1
47,Value,No Experience,16,0,Medium,12,2466,3
47,Value,No Experience,18,0,Low,7,1791,2
47,Value,No Experience,20,0,Medium,11,1735,2
97,Liking,No Experience,4,0,Medium,38,3465,1
97,Liking,No Experience,6,0,Medium,37,1806,2
97,Liking,No Experience,8,0,High,91,1489,1
97,Liking,No Experience,10,0,High,90,3763,2
97,Liking,No Experience,12,0,High,83,2720,2
97,Liking,No Experience,14,0,Low,19,3114,2
97,Liking,No Experience,16,0,Low,19,2721,2
97,Liking,No Experience,18,0,Medium,30,2033,2
97,Liking,No Experience,20,0,Low,18,1576,3
172,Value,Experience,26,0,Medium,11,10830,4
172,Value,Experience,28,0,Low,6,2369,5
172,Value,Experience,30,0,Low,6,3596,2
172,Value,Experience,32,0,High,22,3215,1
172,Value,Experience,34,0,High,22,4853,1
172,Value,Experience,36,0,Low,6,7007,3
172,Value,Experience,38,0,High,20,3964,5
172,Value,Experience,40,0,Medium,9,3316,4
172,Value,Experience,42,0,Medium,9,2803,3
193,Value,No Experience,4,0,High,93,3481,2
193,Value,No Experience,6,0,Low,21,2998,1
193,Value,No Experience,8,0,High,91,2066,1
193,Value,No Experience,10,0,Medium,38,3635,4
193,Value,No Experience,12,0,Medium,37,2245,3
193,Value,No Experience,14,0,Medium,36,2245,3
193,Value,No Experience,16,0,High,90,1660,1
193,Value,No Experience,18,0,Low,21,2334,5
193,Value,No Experience,20,0,Low,21,1556,4
135,Liking,Experience,47,0,Medium,38,3947,3
135,Liking,Experience,49,0,High,90,2463,1
135,Liking,Experience,51,0,High,88,2165,2
135,Liking,Experience,53,0,Low,15,1487,4
135,Liking,Experience,55,0,Medium,26,1076,3
135,Liking,Experience,57,0,Low,20,1094,2
135,Liking,Experience,59,0,High,88,2077,2
135,Liking,Experience,61,0,Low,18,800,5
135,Liking,Experience,63,0,Medium,32,1092,4
133,Value,No Experience,4,0,Medium,37,10315,2
133,Value,No Experience,6,0,Medium,38,2811,3
133,Value,No Experience,8,0,High,95,5663,5
133,Value,No Experience,10,0,Low,22,2091,1
133,Value,No Experience,12,0,High,94,4963,4
133,Value,No Experience,14,0,Low,21,2011,1
133,Value,No Experience,16,0,Low,22,1882,1
133,Value,No Experience,18,0,Medium,36,2744,3
133,Value,No Experience,20,0,High,92,2421,5
103,Value,No Experience,4,0,High,85,4272,1
103,Value,No Experience,6,0,Low,17,2437,2
103,Value,No Experience,8,0,Low,18,2543,5
103,Value,No Experience,10,0,Medium,30,1289,5
103,Value,No Experience,12,0,High,81,2764,3
103,Value,No Experience,14,0,Medium,23,2858,2
103,Value,No Experience,16,0,Low,18,4825,4
103,Value,No Experience,18,0,Medium,11,2552,5
103,Value,No Experience,20,0,High,49,3504,3
122,Liking,No Experience,4,0,Medium,39,5828,4
122,Liking,No Experience,6,0,High,93,5749,3
122,Liking,No Experience,8,0,Low,21,4036,3
122,Liking,No Experience,10,0,High,92,14160,4
122,Liking,No Experience,12,0,High,93,3941,3
122,Liking,No Experience,14,0,Low,21,2987,2
122,Liking,No Experience,16,0,Medium,36,2146,3
122,Liking,No Experience,18,0,Low,21,2740,1
122,Liking,No Experience,20,0,Medium,37,2435,4
73,Value,Experience,35,0,High,65,2037,3
73,Value,Experience,37,0,Medium,26,1236,2
73,Value,Experience,39,0,High,64,1678,5
73,Value,Experience,41,0,Medium,25,1409,2
73,Value,Experience,43,0,Medium,25,1628,2
73,Value,Experience,45,0,Low,12,1315,1
73,Value,Experience,47,0,Low,16,1419,3
73,Value,Experience,49,0,Low,14,1585,1
73,Value,Experience,51,0,High,38,1630,5
189,Liking,Experience,34,0,Low,15,2952,3
189,Liking,Experience,36,0,Medium,24,1653,5
189,Liking,Experience,38,0,High,53,8891,5
189,Liking,Experience,40,0,Low,15,2445,5
189,Liking,Experience,42,0,High,53,2091,2
189,Liking,Experience,44,0,Medium,30,2397,3
189,Liking,Experience,46,0,High,62,2007,5
189,Liking,Experience,48,0,Medium,25,2205,1
189,Liking,Experience,50,0,Low,12,3536,3
52,Value,No Experience,4,0,High,25,3878,2
52,Value,No Experience,6,0,Medium,17,2343,4
52,Value,No Experience,8,0,Low,12,1718,2
52,Value,No Experience,10,0,Low,6,2392,1
52,Value,No Experience,12,0,High,26,1628,1
52,Value,No Experience,14,0,High,30,2255,2
52,Value,No Experience,16,0,Low,8,2594,2
52,Value,No Experience,18,0,Medium,13,1858,1
52,Value,No Experience,20,0,Medium,11,1891,1
144,Liking,No Experience,4,0,High,47,5254,4
144,Liking,No Experience,6,0,Low,12,4480,4
144,Liking,No Experience,8,0,High,47,3738,5
144,Liking,No Experience,10,0,Medium,21,2636,4
144,Liking,No Experience,12,0,High,46,2286,5
144,Liking,No Experience,14,0,Low,11,1990,5
144,Liking,No Experience,16,0,Low,11,2782,3
144,Liking,No Experience,18,0,Medium,18,1465,3
144,Liking,No Experience,20,0,Medium,20,2320,5
168,Value,Experience,30,0,Low,14,2962,1
168,Value,Experience,32,0,Low,15,2231,1
168,Value,Experience,34,0,Medium,25,1962,3
168,Value,Experience,36,0,High,55,1604,5
168,Value,Experience,38,0,Medium,24,5543,3
168,Value,Experience,40,0,Low,12,1117,1
168,Value,Experience,42,0,High,54,1685,5
168,Value,Experience,44,0,High,52,1709,5
168,Value,Experience,46,0,Medium,21,3140,2
151,Liking,Experience,36,0,High,79,3102,2
151,Liking,Experience,38,0,High,75,1720,3
151,Liking,Experience,40,0,Low,19,1908,1
151,Liking,Experience,42,0,High,85,2274,4
151,Liking,Experience,44,0,Medium,33,2215,3
151,Liking,Experience,46,0,Medium,33,1822,4
151,Liking,Experience,48,0,Low,20,1537,3
151,Liking,Experience,50,0,Low,19,1402,4
151,Liking,Experience,52,0,Medium,34,3139,2
27,Value,No Experience,4,0,High,35,9453,2
27,Value,No Experience,6,0,High,37,2454,3
27,Value,No Experience,8,0,Low,14,2072,4
27,Value,No Experience,10,0,Low,12,1981,2
27,Value,No Experience,12,0,Medium,17,2544,1
27,Value,No Experience,14,0,Low,11,1685,5
27,Value,No Experience,16,0,High,43,3528,4
27,Value,No Experience,18,0,Medium,19,1715,4
27,Value,No Experience,20,0,Medium,17,1944,2
166,Liking,Experience,39,0,Low,20,4757,4
166,Liking,Experience,41,0,High,81,1911,2
166,Liking,Experience,43,0,Medium,37,1741,4
166,Liking,Experience,45,0,Medium,34,962,4
166,Liking,Experience,47,0,Low,19,1150,4
166,Liking,Experience,49,0,Low,18,959,4
166,Liking,Experience,51,0,Medium,32,2579,4
166,Liking,Experience,53,0,High,84,1715,2
166,Liking,Experience,55,0,High,74,1198,2
56,Value,Experience,28,0,Medium,35,4772,3
56,Value,Experience,30,0,High,86,1161,5
56,Value,Experience,32,0,High,86,1440,4
56,Value,Experience,34,0,High,81,5219,4
56,Value,Experience,36,0,Low,19,1802,2
56,Value,Experience,38,0,Medium,31,1339,1
56,Value,Experience,40,0,Low,18,1665,5
56,Value,Experience,42,0,Medium,33,1427,3
56,Value,Experience,44,0,Low,18,1654,5
182,Liking,No Experience,4,0,Medium,39,7470,4
182,Liking,No Experience,6,0,Medium,38,1772,4
182,Liking,No Experience,8,0,High,90,1565,3
182,Liking,No Experience,10,0,Low,21,1994,4
182,Liking,No Experience,12,0,Low,21,1758,3
182,Liking,No Experience,14,0,Medium,37,1340,3
182,Liking,No Experience,16,0,Low,21,1892,4
182,Liking,No Experience,18,0,High,84,2074,5
182,Liking,No Experience,20,0,High,65,1047,5
32,Value,No Experience,4,0,High,90,10485,2
32,Value,No Experience,6,0,Low,21,7056,3
32,Value,No Experience,8,0,Low,21,5726,3
32,Value,No Experience,10,0,Medium,34,3177,3
32,Value,No Experience,12,0,High,77,2384,5
32,Value,No Experience,14,0,Medium,31,1755,2
32,Value,No Experience,16,0,Low,18,2532,1
32,Value,No Experience,18,0,Medium,29,2311,2
32,Value,No Experience,20,0,High,67,2641,4
200,Value,Experience,39,0,Medium,24,10266,1
200,Value,Experience,41,0,Low,12,4129,3
200,Value,Experience,43,0,High,49,4065,1
200,Value,Experience,45,0,High,44,3386,3
200,Value,Experience,47,0,Medium,21,2467,5
200,Value,Experience,49,0,High,41,2512,4
200,Value,Experience,51,0,Low,12,3538,3
200,Value,Experience,53,0,Low,11,2576,5
200,Value,Experience,55,0,Medium,18,2191,5
87,Value,No Experience,4,0,Medium,38,7705,1
87,Value,No Experience,6,0,Low,21,4066,2
87,Value,No Experience,8,0,Medium,37,3820,3
87,Value,No Experience,10,0,Low,21,1715,3
87,Value,No Experience,12,0,High,92,7763,4
87,Value,No Experience,14,0,High,89,3080,2
87,Value,No Experience,16,0,High,92,4360,5
87,Value,No Experience,18,0,Low,25,4169,3
87,Value,No Experience,20,0,Medium,35,2308,2
126,Liking,No Experience,4,0,Low,15,2446,3
126,Liking,No Experience,6,0,High,89,2958,4
126,Liking,No Experience,8,0,Medium,35,4435,5
126,Liking,No Experience,10,0,Low,22,1351,2
126,Liking,No Experience,12,0,Medium,36,4703,2
126,Liking,No Experience,14,0,High,84,2904,5
126,Liking,No Experience,16,0,Medium,32,2309,4
126,Liking,No Experience,18,0,Low,20,1289,1
126,Liking,No Experience,20,0,High,72,1637,3
137,Value,No Experience,4,0,Low,22,4300,2
137,Value,No Experience,6,0,Medium,39,2894,1
137,Value,No Experience,8,0,High,94,2538,2
137,Value,No Experience,10,0,Medium,37,1966,4
137,Value,No Experience,12,0,High,89,1623,4
137,Value,No Experience,14,0,High,83,2647,2
137,Value,No Experience,16,0,Low,17,1491,3
137,Value,No Experience,18,0,Low,17,1382,2
137,Value,No Experience,20,0,Medium,30,1902,3
65,Value,Experience,36,0,Medium,32,2244,3
65,Value,Experience,38,0,High,78,1875,5
65,Value,Experience,40,0,Low,20,779,5
65,Value,Experience,42,0,High,76,1018,5
65,Value,Experience,44,0,High,77,882,5
65,Value,Experience,46,0,Medium,34,1943,5
65,Value,Experience,48,0,Medium,30,756,5
65,Value,Experience,50,0,Low,19,897,5
65,Value,Experience,52,0,Low,19,1174,5
85,Value,No Experience,4,0,High,58,5395,1
85,Value,No Experience,6,0,Medium,22,2272,1
85,Value,No Experience,8,0,Low,11,2045,2
85,Value,No Experience,10,0,High,59,2077,1
85,Value,No Experience,12,0,Low,10,2300,1
85,Value,No Experience,14,0,Medium,18,1849,1
85,Value,No Experience,16,0,Low,13,2542,1
85,Value,No Experience,18,0,High,60,2524,4
85,Value,No Experience,20,0,Medium,28,2137,1
161,Liking,No Experience,4,0,Low,23,7057,3
161,Liking,No Experience,6,0,Medium,39,3031,3
161,Liking,No Experience,8,0,Low,22,1943,4
161,Liking,No Experience,10,0,Low,24,2179,2
161,Liking,No Experience,12,0,High,94,1829,5
161,Liking,No Experience,14,0,Medium,39,2329,2
161,Liking,No Experience,16,0,High,92,3459,1
161,Liking,No Experience,18,0,Medium,42,5583,3
161,Liking,No Experience,20,0,High,94,2198,4
18,Liking,Experience,41,0,Medium,35,6367,4
18,Liking,Experience,43,0,Low,20,1907,2
18,Liking,Experience,45,0,High,79,1956,2
18,Liking,Experience,47,0,Low,21,2436,3
18,Liking,Experience,49,0,High,83,1823,1
18,Liking,Experience,51,0,Medium,36,1724,3
18,Liking,Experience,53,0,Medium,36,1438,3
18,Liking,Experience,55,0,Low,17,1751,4
18,Liking,Experience,57,0,High,86,2396,2
194,Value,Experience,24,0,Medium,38,5515,2
194,Value,Experience,26,0,Medium,33,3679,1
194,Value,Experience,28,0,High,65,4947,3
194,Value,Experience,30,0,Low,23,3483,5
194,Value,Experience,32,0,High,76,3909,2
194,Value,Experience,34,0,Low,17,4371,4
194,Value,Experience,36,0,High,66,4624,1
194,Value,Experience,38,0,Low,20,3150,3
194,Value,Experience,40,0,Medium,37,3335,4
63,Liking,Experience,40,0,Low,20,4040,5
63,Liking,Experience,42,0,Medium,37,3241,2
63,Liking,Experience,44,0,Medium,37,1672,4
63,Liking,Experience,46,0,High,90,2006,1
63,Liking,Experience,48,0,High,89,1706,1
63,Liking,Experience,50,0,Low,19,1354,4
63,Liking,Experience,52,0,High,86,1981,2
63,Liking,Experience,54,0,Medium,35,1619,1
63,Liking,Experience,56,0,Low,20,1410,4
2,Liking,No Experience,4,0,Medium,38,4062,5
2,Liking,No Experience,6,0,High,91,2838,3
2,Liking,No Experience,8,0,Low,21,2145,5
2,Liking,No Experience,10,0,Medium,38,1781,4
2,Liking,No Experience,12,0,Medium,37,3270,2
2,Liking,No Experience,14,0,High,90,2324,4
2,Liking,No Experience,16,0,High,87,2348,5
2,Liking,No Experience,18,0,Low,18,2041,2
2,Liking,No Experience,20,0,Low,21,2488,4
163,Liking,No Experience,4,0,Low,21,2406,4
163,Liking,No Experience,6,0,Medium,37,5016,4
163,Liking,No Experience,8,0,High,92,2520,4
163,Liking,No Experience,10,0,Low,22,1803,3
163,Liking,No Experience,12,0,Medium,37,2113,5
163,Liking,No Experience,14,0,Medium,37,1265,4
163,Liking,No Experience,16,0,High,92,1205,4
163,Liking,No Experience,18,0,Low,21,3438,4
163,Liking,No Experience,20,0,High,91,1269,4
61,Value,Experience,33,0,Low,7,1300,2
61,Value,Experience,35,0,High,39,2412,1
61,Value,Experience,37,0,High,36,956,4
61,Value,Experience,39,0,Low,9,1247,5
61,Value,Experience,41,0,Low,6,2296,4
61,Value,Experience,43,0,Medium,13,1224,3
61,Value,Experience,45,0,Medium,18,803,4
61,Value,Experience,47,0,High,32,1559,2
61,Value,Experience,49,0,Medium,13,2728,3
121,Liking,Experience,40,0,Medium,38,8672,4
121,Liking,Experience,42,0,Medium,38,4548,2
121,Liking,Experience,44,0,High,92,3972,3
121,Liking,Experience,46,0,Low,21,2282,4
121,Liking,Experience,48,0,High,91,2476,2
121,Liking,Experience,50,0,High,92,1602,2
121,Liking,Experience,52,0,Low,22,2196,5
121,Liking,Experience,54,0,Medium,37,3374,4
121,Liking,Experience,56,0,Low,22,1779,5
165,Liking,Experience,28,0,High,79,3558,5
165,Liking,Experience,30,0,Medium,30,3331,4
165,Liking,Experience,32,0,Medium,31,2397,5
165,Liking,Experience,34,0,High,73,2677,3
165,Liking,Experience,36,0,Low,17,4194,1
165,Liking,Experience,38,0,Low,17,2706,3
165,Liking,Experience,40,0,Medium,27,1673,3
165,Liking,Experience,42,0,Low,15,2089,4
165,Liking,Experience,44,0,High,63,1902,4
162,Liking,Experience,42,0,Low,21,4515,2
162,Liking,Experience,44,0,High,87,2289,3
162,Liking,Experience,46,0,Medium,38,1586,5
162,Liking,Experience,48,0,Low,21,1648,4
162,Liking,Experience,50,0,High,93,2055,3
162,Liking,Experience,52,0,Medium,35,1395,2
162,Liking,Experience,54,0,Low,22,1516,3
162,Liking,Experience,56,0,High,91,1885,3
162,Liking,Experience,58,0,Medium,37,1082,4
108,Value,Experience,33,0,Medium,19,5164,2
108,Value,Experience,35,0,Low,13,1867,5
108,Value,Experience,37,0,Medium,21,2044,4
108,Value,Experience,39,0,Low,15,2026,3
108,Value,Experience,41,0,High,46,1720,4
108,Value,Experience,43,0,High,46,2163,3
108,Value,Experience,45,0,Low,13,1932,4
108,Value,Experience,47,0,High,45,1828,3
108,Value,Experience,49,0,Medium,21,1153,3
101,Value,Experience,39,0,Medium,28,3780,2
101,Value,Experience,41,0,High,85,2103,3
101,Value,Experience,43,0,High,82,1713,4
101,Value,Experience,45,0,Low,18,1958,1
101,Value,Experience,47,0,High,83,3531,5
101,Value,Experience,49,0,Medium,32,1307,2
101,Value,Experience,51,0,Medium,34,1259,1
101,Value,Experience,53,0,Low,19,1882,3
101,Value,Experience,55,0,Low,18,1337,2
174,Liking,Experience,55,0,High,18,9434,1
174,Liking,Experience,57,0,High,18,16094,4
174,Liking,Experience,59,0,Low,7,3711,5
174,Liking,Experience,61,0,Low,7,4979,3
174,Liking,Experience,63,0,Medium,9,3965,2
174,Liking,Experience,65,0,Medium,10,1763,5
174,Liking,Experience,67,0,Medium,10,2014,5
174,Liking,Experience,69,0,High,17,2574,5
174,Liking,Experience,71,0,Low,7,2336,3
29,Liking,Experience,42,0,Low,21,3891,3
29,Liking,Experience,44,0,High,87,2393,1
29,Liking,Experience,46,0,Medium,36,1727,2
29,Liking,Experience,48,0,Medium,35,1442,2
29,Liking,Experience,50,0,High,79,1792,1
29,Liking,Experience,52,0,Medium,34,1880,4
29,Liking,Experience,54,0,Low,20,2023,5
29,Liking,Experience,56,0,High,82,1463,1
29,Liking,Experience,58,0,Low,19,1344,5
40,Liking,No Experience,4,0,Medium,41,7260,2
40,Liking,No Experience,6,0,Medium,28,2177,4
40,Liking,No Experience,8,0,Medium,37,3018,1
40,Liking,No Experience,10,0,Low,25,3153,3
40,Liking,No Experience,12,0,High,89,2256,1
40,Liking,No Experience,14,0,High,102,1956,1
40,Liking,No Experience,16,0,High,93,1997,1
40,Liking,No Experience,18,0,Low,20,1995,4
40,Liking,No Experience,20,0,Low,18,2269,5
42,Value,No Experience,4,0,High,93,5097,1
42,Value,No Experience,6,0,Low,23,1559,1
42,Value,No Experience,8,0,Medium,38,2710,2
42,Value,No Experience,10,0,Low,21,2413,1
42,Value,No Experience,12,0,High,92,2137,3
42,Value,No Experience,14,0,Medium,37,1753,1
42,Value,No Experience,16,0,Medium,37,1184,1
42,Value,No Experience,18,0,Low,19,1288,1
42,Value,No Experience,20,0,High,88,1663,4
69,Value,Experience,30,0,Medium,27,2008,3
69,Value,Experience,32,0,Low,15,1546,3
69,Value,Experience,34,0,High,62,2653,4
69,Value,Experience,36,0,Low,15,3491,4
69,Value,Experience,38,0,Medium,24,1413,5
69,Value,Experience,40,0,High,58,947,5
69,Value,Experience,42,0,Low,15,1500,5
69,Value,Experience,44,0,Medium,22,1246,2
69,Value,Experience,46,0,High,55,1187,3
141,Liking,No Experience,4,0,Medium,27,8880,3
141,Liking,No Experience,6,0,Low,23,3340,3
141,Liking,No Experience,8,0,Low,23,1953,1
141,Liking,No Experience,10,0,Medium,38,1961,4
141,Liking,No Experience,12,0,Low,23,1144,4
141,Liking,No Experience,14,0,High,92,1897,2
141,Liking,No Experience,16,0,High,92,3954,2
141,Liking,No Experience,18,0,High,93,1216,2
141,Liking,No Experience,20,0,Medium,36,1552,4
187,Value,No Experience,4,0,High,86,2556,1
187,Value,No Experience,6,0,Low,20,860,1
187,Value,No Experience,8,0,Low,20,651,2
187,Value,No Experience,10,0,High,91,907,1
187,Value,No Experience,12,0,High,82,739,1
187,Value,No Experience,14,0,Low,21,597,1
187,Value,No Experience,16,0,Medium,32,658,2
